,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
6926,660,France,Male,34,1,0.0,2,1,0,9692.58,0,0,3,DIAMOND,853
2979,642,France,Male,40,1,154863.15,1,1,1,138052.51,0,0,4,SILVER,716
5025,728,France,Male,37,3,122689.51,2,0,0,106977.53,1,1,4,GOLD,950
465,608,France,Male,33,9,89968.69,1,1,0,68777.26,0,0,3,GOLD,614
2270,538,France,Female,38,8,88758.95,2,0,0,28226.15,1,1,1,DIAMOND,911
8856,774,France,Female,26,5,0.0,2,1,1,64716.08,0,0,2,GOLD,862
681,591,Spain,Male,58,5,128468.69,1,0,1,137254.55,0,0,2,GOLD,515
7074,682,Germany,Male,36,5,72373.62,2,1,0,36895.99,0,0,2,GOLD,505
8261,670,France,Male,38,7,0.0,2,1,1,77864.41,0,0,1,GOLD,794
1326,781,France,Female,38,3,128345.69,2,1,0,63218.85,0,0,2,SILVER,608
1751,541,France,Male,29,7,127504.57,1,0,0,86173.92,0,0,4,DIAMOND,647
6746,640,Spain,Male,39,3,0.0,1,1,1,105997.25,0,0,1,SILVER,540
4024,655,France,Female,20,7,134397.61,1,0,0,28029.54,0,0,4,GOLD,516
162,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,0,3,PLATINUM,855
9943,784,Spain,Male,23,2,0.0,1,1,1,6847.73,0,0,5,GOLD,257
2701,649,France,Female,31,2,0.0,2,1,0,15200.61,0,0,5,DIAMOND,993
3561,699,Germany,Female,31,10,125837.86,2,1,0,189392.66,0,0,1,DIAMOND,409
8783,782,France,Male,34,9,0.0,1,1,0,183021.06,1,1,2,GOLD,441
103,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,0,5,SILVER,458
4423,785,France,Female,40,3,0.0,2,1,1,96832.82,0,0,1,GOLD,222
8797,797,France,Male,45,8,0.0,1,0,0,125110.02,0,0,2,DIAMOND,456
639,785,France,Female,36,4,135438.4,1,0,0,190627.01,0,0,4,SILVER,834
3188,801,France,Female,32,4,75170.54,1,1,1,37898.5,0,0,1,SILVER,451
5464,556,France,Female,36,2,134208.22,1,0,1,177670.57,0,0,4,GOLD,343
6365,743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1,1,2,SILVER,947
3838,628,Germany,Male,50,4,122227.71,1,0,1,14217.77,1,1,4,SILVER,720
3443,597,Spain,Female,46,4,0.0,2,1,0,58667.16,1,1,5,SILVER,666
1887,613,Spain,Male,34,8,117300.02,1,1,0,139410.08,0,0,5,SILVER,572
9497,684,France,Female,25,1,0.0,2,0,1,144978.47,0,0,2,DIAMOND,904
3581,637,France,Male,33,5,0.0,2,1,0,139947.17,0,0,5,SILVER,241
3131,648,Germany,Female,39,3,126935.98,2,0,1,57995.74,0,0,1,PLATINUM,693
25,577,France,Male,25,3,0.0,2,0,1,124508.29,0,0,3,PLATINUM,659
1490,797,Spain,Female,31,8,0.0,2,1,0,117916.63,0,0,5,DIAMOND,346
6004,521,Spain,Female,22,10,0.0,1,1,1,101311.95,0,0,3,SILVER,882
5338,715,Germany,Female,34,9,102277.52,1,0,0,177852.57,1,1,2,SILVER,338
8272,753,Germany,Male,32,5,159904.79,1,1,0,148811.14,0,0,1,GOLD,767
1394,561,France,Male,29,9,120268.13,1,1,1,173870.39,0,0,5,GOLD,566
9797,627,Spain,Male,40,10,0.0,2,1,1,194792.42,0,0,5,GOLD,545
2602,594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0,0,5,GOLD,689
7901,628,Germany,Female,28,3,153538.13,2,1,0,110776.01,0,0,4,GOLD,579
9914,496,France,Female,34,1,102723.35,2,1,0,180844.81,0,0,2,SILVER,310
9021,655,Germany,Female,61,2,183997.7,2,1,1,161217.18,0,0,5,PLATINUM,382
8934,846,France,Female,37,6,127103.97,1,1,1,41516.44,0,0,1,SILVER,290
773,767,France,Male,36,3,139180.2,1,0,0,123880.19,0,0,2,DIAMOND,277
5678,630,France,Male,33,9,0.0,2,1,0,64804.59,0,0,4,PLATINUM,864
6175,503,Spain,Male,31,4,0.0,2,1,1,21645.06,0,0,1,DIAMOND,843
4913,562,France,Female,51,1,124662.54,1,1,1,65390.46,1,1,5,PLATINUM,446
712,632,Spain,Male,38,1,120599.21,1,1,0,92816.86,0,0,3,DIAMOND,666
218,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,1,4,DIAMOND,924
4834,752,Spain,Female,35,2,0.0,1,1,0,44335.54,1,1,4,PLATINUM,309
5647,660,France,Male,19,5,127649.64,1,1,1,40368.65,0,0,1,GOLD,863
209,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,0,3,DIAMOND,244
8520,634,Spain,Male,52,1,0.0,2,1,1,176913.42,0,0,4,PLATINUM,928
4972,643,Germany,Male,41,2,127841.52,1,1,0,172363.41,0,0,5,GOLD,474
1203,463,France,Male,35,2,101257.16,1,1,1,118113.64,0,0,4,PLATINUM,900
1761,662,France,Female,36,4,166909.2,2,1,0,138871.12,1,1,5,GOLD,970
3163,649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1,1,1,DIAMOND,381
8002,590,Spain,Male,37,1,0.0,2,0,0,133535.99,0,0,2,GOLD,930
3211,686,Germany,Female,27,1,115095.88,2,0,0,78622.46,0,0,2,DIAMOND,873
8519,631,France,Male,29,7,0.0,2,0,1,125877.22,0,0,3,DIAMOND,617
5106,600,France,Female,32,1,78535.25,1,1,0,64349.6,0,0,4,PLATINUM,729
6633,729,Spain,Female,42,7,0.0,2,1,0,58268.2,1,1,1,PLATINUM,226
662,678,France,Male,31,2,0.0,2,1,1,58803.28,0,0,1,DIAMOND,888
4918,717,France,Female,36,2,99472.76,2,1,0,94274.72,1,1,4,DIAMOND,472
9349,801,France,Male,43,4,158713.08,2,0,0,98586.14,0,0,2,SILVER,224
3617,792,Germany,Female,29,4,107601.79,1,1,0,18922.18,1,1,1,DIAMOND,510
7930,500,Spain,Male,38,7,0.0,2,0,0,192013.23,0,0,2,DIAMOND,870
980,594,France,Male,27,0,197041.8,1,0,0,151912.49,0,0,2,PLATINUM,690
9742,715,France,Male,45,4,0.0,2,1,1,55043.93,0,0,4,PLATINUM,320
8833,594,France,Male,50,7,81310.34,1,1,1,183868.01,0,0,4,SILVER,439
2645,755,France,Male,23,5,84284.48,2,1,1,62851.6,0,0,5,DIAMOND,453
9395,627,Germany,Male,52,1,76101.81,2,0,1,177238.35,0,0,4,PLATINUM,364
2757,444,France,Female,45,4,0.0,2,1,0,161653.5,1,1,3,DIAMOND,482
9253,644,Spain,Male,49,10,0.0,2,1,1,145089.64,0,0,4,SILVER,511
882,565,France,Male,36,6,106192.1,1,1,0,149575.59,0,0,5,DIAMOND,237
2664,586,France,Male,29,3,0.0,2,1,1,142238.54,0,0,2,GOLD,1000
2174,646,France,Male,26,4,139848.17,1,1,0,164696.27,0,0,2,DIAMOND,915
5123,832,Spain,Male,29,8,93833.86,1,0,1,10417.87,0,0,2,GOLD,294
6514,563,Spain,Male,26,7,0.0,2,0,0,6139.74,0,0,4,DIAMOND,743
6509,738,Germany,Female,40,1,115409.18,2,0,0,180456.8,0,0,5,GOLD,925
1796,555,France,Male,37,9,124969.13,1,1,0,60194.05,0,0,2,GOLD,904
1728,758,Spain,Female,40,5,93499.82,2,0,0,123218.81,0,0,1,DIAMOND,793
6278,602,France,Female,72,3,0.0,2,1,1,171260.66,0,0,3,PLATINUM,219
9846,546,Spain,Male,25,7,127728.24,2,1,1,105279.74,0,0,5,SILVER,917
3937,761,France,Female,26,1,0.0,2,1,1,199409.19,0,0,5,PLATINUM,497
5624,617,Spain,Female,45,1,0.0,1,1,0,143298.06,0,0,4,DIAMOND,323
2637,647,France,Female,29,0,98263.46,2,1,0,164717.95,0,0,2,GOLD,621
2389,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0,0,1,SILVER,227
9639,761,Spain,Female,32,4,103515.39,2,1,1,177622.38,0,0,2,SILVER,311
1513,440,France,Male,42,2,0.0,2,1,0,49826.68,0,0,4,PLATINUM,260
446,722,France,Male,37,2,0.0,1,0,0,120906.83,0,0,4,GOLD,625
8703,661,France,Female,31,3,136067.82,2,1,0,65567.91,0,0,3,GOLD,796
8315,600,France,Female,41,1,0.0,2,1,1,91193.65,0,0,4,PLATINUM,467
3306,654,France,Female,40,3,0.0,2,1,0,167889.1,0,0,4,DIAMOND,428
6050,703,France,Male,44,6,98862.54,1,1,0,151516.7,0,0,4,PLATINUM,407
8024,694,France,Male,30,10,144684.03,1,1,1,31805.49,0,0,5,DIAMOND,412
5193,562,Spain,Female,29,9,120307.58,1,1,1,6795.61,0,0,1,DIAMOND,500
3868,746,France,Female,34,4,0.0,1,0,1,65166.6,0,0,1,SILVER,416
5064,558,France,Female,47,9,0.0,2,1,0,103787.28,0,0,2,PLATINUM,251
1633,562,France,Male,35,7,0.0,1,0,0,48869.67,0,0,3,GOLD,863
8037,547,France,Male,62,10,127738.75,2,1,1,85153.0,0,0,4,GOLD,666
1267,837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0,0,2,DIAMOND,644
3766,584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0,0,5,PLATINUM,925
6673,729,France,Female,36,8,109106.8,1,0,0,121311.12,0,0,3,DIAMOND,456
8896,712,France,Male,34,1,0.0,2,1,1,195052.12,0,0,1,PLATINUM,966
1503,710,France,Male,47,5,158623.14,1,0,0,83499.89,1,1,2,PLATINUM,720
5028,478,France,Female,38,4,171913.87,1,1,0,51820.87,1,1,5,DIAMOND,551
627,752,France,Male,49,2,78653.84,1,1,0,7698.6,0,0,2,SILVER,989
1666,611,France,Female,46,5,0.0,1,1,0,77677.14,1,1,4,PLATINUM,749
7762,850,France,Female,34,2,0.0,2,0,0,51919.04,0,0,4,DIAMOND,506
5098,550,Germany,Male,29,9,145294.08,2,1,0,147484.13,0,0,3,SILVER,872
205,550,France,Male,37,3,0.0,1,1,1,179670.31,0,0,3,GOLD,516
2039,579,Germany,Female,64,6,145215.43,1,1,1,164083.72,0,0,5,SILVER,792
4641,485,Germany,Male,34,3,133658.24,1,1,0,70209.83,0,0,2,SILVER,456
7759,549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1,1,4,PLATINUM,319
3195,697,Germany,Male,29,0,172693.54,1,0,0,141798.98,0,0,2,DIAMOND,267
806,793,France,Female,33,0,0.0,1,0,0,175544.02,0,0,4,GOLD,987
1182,673,France,Female,43,5,168069.73,1,1,1,146992.24,1,1,4,GOLD,732
7849,643,Germany,Male,41,7,154902.66,1,1,1,49667.28,0,0,3,PLATINUM,654
1663,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1,1,2,SILVER,266
9843,646,Germany,Male,24,0,92398.08,1,1,1,18897.29,0,0,5,GOLD,887
5893,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0,0,4,GOLD,653
3968,649,Germany,Male,40,4,95001.33,1,0,1,123202.99,0,0,3,GOLD,993
224,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,1,3,PLATINUM,901
8571,767,France,Female,42,2,133616.39,1,1,0,28615.8,0,0,5,PLATINUM,584
2981,616,Germany,Male,39,2,121704.32,2,1,0,55556.3,0,0,4,PLATINUM,346
45,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,0,1,SILVER,296
9511,738,France,Male,33,4,92676.3,1,1,0,105817.63,0,0,1,GOLD,992
4038,469,Spain,Female,31,6,0.0,1,1,0,146213.75,1,1,3,DIAMOND,219
9329,663,Spain,Male,35,5,0.0,2,1,1,62634.94,0,0,5,SILVER,252
8951,702,Germany,Female,23,7,98775.23,1,1,0,114603.96,0,0,5,GOLD,291
5602,796,France,Female,50,1,94164.0,1,1,1,189414.74,0,0,2,DIAMOND,971
7300,669,Germany,Male,45,1,123949.75,1,0,0,110881.56,0,0,2,DIAMOND,298
7860,659,France,Male,32,9,95377.13,1,0,1,187551.24,0,0,2,SILVER,846
4782,752,France,Female,53,8,114233.18,1,1,1,51587.04,0,0,4,PLATINUM,347
6528,604,Spain,Male,27,9,101352.78,1,0,0,30252.3,0,0,2,DIAMOND,799
6151,727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0,0,2,DIAMOND,550
5171,537,France,Male,39,2,0.0,2,1,1,137651.6,0,0,2,SILVER,413
9512,663,France,Male,45,5,83195.12,1,1,1,48682.1,0,0,2,GOLD,290
1434,552,France,Female,41,9,124349.34,1,1,0,135635.25,0,0,3,DIAMOND,539
3464,697,Spain,Female,37,7,168066.87,1,1,0,35450.53,0,0,2,GOLD,231
5601,704,Spain,Female,44,9,153656.85,1,1,0,158742.81,0,0,5,PLATINUM,890
5560,564,France,Male,35,4,0.0,1,1,0,158937.55,0,0,1,SILVER,258
2989,703,Spain,Female,45,1,0.0,1,1,0,182784.11,1,1,2,SILVER,919
1348,615,France,Male,32,7,92199.84,1,1,1,2755.53,0,0,3,SILVER,721
8545,513,Germany,Male,34,7,60515.13,1,0,0,124571.09,0,0,1,GOLD,452
7362,707,France,Male,73,6,66573.17,1,1,1,62768.8,0,0,3,GOLD,884
4227,633,France,Female,36,6,125130.28,1,0,0,125961.48,0,0,5,GOLD,465
8486,738,Germany,Female,40,6,114940.67,2,1,1,194895.57,1,1,1,SILVER,471
3677,631,Spain,Male,33,2,0.0,2,1,1,158268.84,0,0,1,SILVER,246
9427,693,Spain,Female,39,0,0.0,2,0,0,81901.6,0,0,1,SILVER,450
2050,492,France,Female,49,8,0.0,1,1,1,182865.09,1,1,5,PLATINUM,485
9709,575,France,Female,57,8,137936.94,1,1,1,84475.13,0,0,5,GOLD,606
880,749,France,Female,60,6,0.0,1,1,0,17978.68,1,1,5,SILVER,718
5733,829,France,Female,22,7,150126.44,1,1,0,152107.93,1,1,5,SILVER,502
4463,850,Germany,Female,70,1,96947.58,3,1,0,62282.99,1,1,5,GOLD,365
9611,608,Spain,Male,37,2,130461.02,1,1,0,21967.15,0,0,5,SILVER,642
6817,608,France,Female,56,10,129255.2,2,1,0,142492.04,1,1,2,PLATINUM,281
8943,516,France,Female,37,8,113143.12,1,0,0,3363.36,0,0,2,DIAMOND,372
6009,525,Spain,Male,33,5,0.0,2,1,0,161002.29,0,0,1,GOLD,780
1579,618,Germany,Male,41,8,37702.79,1,1,1,195775.48,0,0,5,GOLD,615
2386,541,France,Male,46,4,124547.13,2,1,0,94499.06,0,0,5,GOLD,690
6811,779,France,Female,42,5,0.0,2,0,0,25951.91,0,0,1,SILVER,530
5400,731,France,Female,30,5,0.0,2,1,0,189528.72,0,0,4,SILVER,418
8924,516,France,Male,46,2,0.0,2,1,1,169122.54,0,0,4,GOLD,786
8072,780,Germany,Male,51,4,126725.25,1,1,0,195259.31,1,1,3,DIAMOND,744
8692,850,France,Female,32,8,0.0,2,1,1,55593.8,0,0,2,SILVER,341
4995,807,France,Female,36,4,0.0,2,0,1,147007.33,0,0,5,GOLD,461
3066,503,France,Female,28,5,0.0,2,1,0,125918.17,0,0,2,PLATINUM,868
8863,687,Spain,Male,38,8,69434.4,2,1,1,66580.13,1,1,4,GOLD,778
1877,770,Spain,Male,55,9,63127.41,2,1,0,185211.28,1,1,4,SILVER,968
6726,628,Spain,Male,50,8,0.0,1,0,0,144366.83,1,1,2,GOLD,407
6777,754,France,Female,27,7,0.0,2,1,0,144134.64,0,0,1,GOLD,382
7869,651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1,1,2,GOLD,591
5180,569,Spain,Male,43,8,161546.68,2,0,1,178187.28,0,0,2,PLATINUM,415
85,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,0,5,DIAMOND,651
9933,797,France,Female,46,8,0.0,1,0,0,162668.33,0,0,5,SILVER,968
8676,582,France,Male,41,1,40488.76,1,1,0,128528.83,0,0,4,GOLD,734
4951,658,France,Male,20,7,0.0,2,0,0,187638.34,0,0,4,DIAMOND,275
4659,410,Germany,Female,50,2,102278.79,2,1,0,89822.48,0,0,5,PLATINUM,749
1684,613,France,Female,24,7,140453.91,1,1,0,129001.3,0,0,2,DIAMOND,245
1974,694,France,Female,33,4,129731.64,2,1,0,178123.86,0,0,3,DIAMOND,718
883,643,France,Female,45,4,45144.43,1,1,0,60917.24,1,1,5,DIAMOND,450
4238,655,France,Female,39,6,94631.26,2,1,1,148948.52,0,0,5,PLATINUM,315
9479,781,Spain,Male,35,1,0.0,2,0,0,42117.9,0,0,1,PLATINUM,423
3541,838,Spain,Female,67,4,103267.8,1,1,1,78310.04,0,0,5,GOLD,241
4390,670,France,Female,40,3,47364.45,1,1,1,148579.43,1,1,2,PLATINUM,578
8611,596,Spain,Female,30,1,0.0,2,1,0,8125.39,0,0,1,DIAMOND,951
7118,715,France,Male,32,8,175307.32,1,1,0,187051.23,0,0,3,GOLD,672
9940,748,France,Female,20,7,0.0,2,0,0,10792.42,0,0,4,GOLD,725
406,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1,1,5,GOLD,797
8717,443,France,Male,44,2,0.0,1,1,0,159165.7,0,0,3,PLATINUM,351
3363,747,Germany,Male,38,2,129728.6,1,1,0,89289.54,0,0,2,PLATINUM,747
2489,714,France,Male,28,6,122724.37,1,1,1,67057.27,0,0,1,DIAMOND,892
4200,529,Spain,Female,43,5,0.0,2,0,0,79476.63,0,0,4,GOLD,400
7357,615,Spain,Female,29,7,143330.56,2,1,1,126396.01,0,0,1,DIAMOND,229
8118,577,Spain,Male,28,7,0.0,1,1,0,143274.41,0,0,2,SILVER,987
9142,494,France,Female,35,9,112727.06,2,1,0,183752.91,0,0,2,DIAMOND,697
2845,599,Germany,Male,45,10,103583.05,1,1,0,132127.69,1,1,2,SILVER,376
2481,475,France,Female,57,1,0.0,2,1,0,89248.99,0,0,2,GOLD,372
242,703,France,Male,37,8,105961.68,2,0,1,74158.8,0,0,1,DIAMOND,619
908,685,Spain,Male,31,10,135213.71,1,1,1,125777.28,0,0,4,GOLD,444
640,752,Spain,Male,48,5,116060.08,1,1,0,156618.38,1,1,5,PLATINUM,265
8713,786,Spain,Male,40,6,0.0,2,0,0,41248.8,0,0,5,PLATINUM,326
4043,635,Spain,Male,31,1,0.0,2,1,0,135382.23,0,0,5,PLATINUM,510
7532,760,Spain,Female,33,1,118114.28,2,0,1,156660.21,0,0,2,SILVER,348
7696,614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1,1,5,DIAMOND,817
6147,690,Germany,Male,31,2,137260.45,2,1,0,55387.28,0,0,5,SILVER,516
424,596,France,Male,39,9,0.0,1,1,0,48963.59,0,0,3,PLATINUM,390
5270,588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0,0,3,SILVER,485
9050,667,Germany,Male,33,9,124573.33,2,0,0,683.37,0,0,3,PLATINUM,899
4359,545,Germany,Female,44,2,127536.44,1,1,0,108398.63,0,0,5,PLATINUM,320
7650,750,Germany,Male,42,8,151836.36,2,1,0,68695.38,0,0,5,GOLD,769
939,724,France,Female,37,10,68598.56,1,1,0,157862.82,0,0,1,GOLD,260
8169,635,France,Male,27,3,127009.83,1,1,0,161909.95,0,0,1,GOLD,686
3975,535,France,Female,49,3,0.0,1,0,0,61820.41,1,1,1,GOLD,269
188,616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,0,4,PLATINUM,701
3951,807,France,Female,47,9,167664.83,1,0,0,125440.11,1,1,4,SILVER,622
8574,717,France,Female,59,4,0.0,2,1,1,170528.63,0,0,1,DIAMOND,359
6655,554,France,Male,44,7,85304.27,1,1,1,58076.52,0,0,4,GOLD,895
9431,523,Spain,Female,24,5,172231.93,1,0,1,155144.12,0,0,5,GOLD,557
3255,507,France,Female,29,4,89349.47,2,0,0,180626.68,0,0,3,GOLD,889
3721,731,France,Female,41,9,152243.57,1,1,1,88783.59,0,0,4,PLATINUM,291
3238,675,France,Male,54,6,0.0,1,1,0,110273.84,1,1,2,SILVER,420
718,474,France,Male,45,10,0.0,2,0,0,172175.9,0,0,4,PLATINUM,792
329,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0,0,2,GOLD,837
1838,350,Germany,Male,39,0,109733.2,2,0,0,123602.11,1,1,2,GOLD,261
5688,471,Germany,Male,23,6,104592.55,2,1,0,131736.23,0,0,2,DIAMOND,485
7536,697,France,Female,42,1,0.0,1,1,0,1262.83,1,1,3,DIAMOND,603
836,694,Spain,Female,37,3,0.0,2,1,1,147012.22,0,0,3,DIAMOND,245
7114,764,France,Female,39,1,129068.54,2,1,1,187905.12,0,0,1,DIAMOND,983
2281,848,Germany,Female,40,5,148495.64,1,0,0,158853.98,0,0,3,SILVER,616
7841,706,Germany,Female,46,7,111288.18,1,1,1,149170.25,1,1,2,DIAMOND,862
5940,849,France,Female,41,6,0.0,2,1,1,169203.51,1,1,1,DIAMOND,618
5529,691,France,Male,34,8,133936.04,2,1,0,91359.79,0,0,1,SILVER,861
7182,692,Germany,Male,49,6,110540.43,2,0,1,107472.99,0,0,1,PLATINUM,891
7883,551,France,Female,45,6,0.0,2,1,1,51143.43,0,0,1,GOLD,692
7684,615,Spain,Male,41,1,126773.43,1,1,1,55551.26,0,0,2,SILVER,774
5654,677,Spain,Female,43,3,133214.88,2,1,1,95936.84,0,0,5,DIAMOND,865
2769,580,Germany,Female,38,1,128218.47,1,1,0,125953.83,1,1,5,PLATINUM,951
2256,696,France,Male,33,2,163139.27,1,1,1,7035.36,0,0,1,DIAMOND,514
3481,729,Spain,Female,34,9,53299.96,2,1,1,42855.97,0,0,3,PLATINUM,929
1717,707,Spain,Female,35,3,56674.48,1,1,0,17987.4,1,1,4,DIAMOND,845
8491,651,Spain,Male,42,2,143145.87,2,1,0,43612.06,0,0,4,SILVER,288
1740,695,France,Female,42,7,121453.63,1,0,0,46374.64,0,0,2,GOLD,564
6313,575,France,Male,27,3,139301.68,1,1,0,99843.98,0,0,2,DIAMOND,548
6377,692,France,Male,33,9,0.0,1,1,0,113505.93,1,1,3,PLATINUM,272
4004,530,Spain,Female,41,4,0.0,2,0,1,147606.71,0,0,2,DIAMOND,955
5623,586,Spain,Male,42,6,0.0,2,1,1,123410.23,0,0,4,DIAMOND,378
2213,498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1,1,3,GOLD,326
4225,648,Spain,Male,36,8,146943.38,2,1,1,130041.45,0,0,3,GOLD,780
8311,555,Germany,Male,42,6,107104.5,1,1,1,41304.44,1,1,4,PLATINUM,824
9496,701,France,Male,37,1,0.0,2,1,0,163457.55,0,0,3,GOLD,947
5918,600,Germany,Male,28,2,116623.31,1,0,1,59905.29,0,0,1,DIAMOND,589
2619,850,Spain,Male,49,8,0.0,1,0,0,25867.67,1,1,2,PLATINUM,240
9403,638,France,Female,36,6,0.0,1,1,0,164247.51,0,0,4,DIAMOND,932
3625,470,Spain,Male,31,4,55732.92,2,1,1,103792.53,0,0,5,GOLD,397
7240,600,France,Female,32,7,98877.95,1,1,0,132973.21,0,0,4,DIAMOND,668
9920,678,France,Female,49,3,204510.94,1,0,1,738.88,1,1,2,SILVER,810
8992,608,Germany,Female,40,8,121729.42,1,0,0,61164.45,0,0,4,DIAMOND,802
7468,542,Spain,Female,26,2,0.0,2,1,1,54869.54,0,0,2,PLATINUM,303
4898,544,France,Female,40,7,0.0,1,0,1,161076.92,0,0,5,GOLD,265
1311,850,France,Female,37,7,153147.75,1,1,1,152235.3,0,0,5,GOLD,867
3181,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0,0,2,PLATINUM,506
5115,533,Germany,Female,49,1,102286.6,3,1,0,69409.37,1,1,1,SILVER,930
3818,725,France,Female,44,10,0.0,1,0,1,93777.61,0,0,5,SILVER,696
3065,503,France,Male,42,8,104430.08,1,1,1,147557.71,0,0,5,GOLD,759
8152,654,Spain,Female,36,2,0.0,2,1,1,146652.11,0,0,1,PLATINUM,576
3672,750,France,Male,43,6,113882.31,1,1,1,74564.41,0,0,5,SILVER,526
9239,583,Germany,Female,32,7,94753.55,2,1,1,18149.03,0,0,5,SILVER,356
8799,454,France,Male,34,4,0.0,2,1,0,198817.72,0,0,2,PLATINUM,731
7400,762,Germany,Male,35,1,117458.51,1,0,1,178361.48,1,1,4,DIAMOND,222
9785,455,France,Female,27,5,155879.09,2,0,0,70774.97,0,0,3,SILVER,967
4570,789,Germany,Female,43,9,116644.29,2,1,1,60176.1,0,0,3,SILVER,642
3889,418,France,Female,39,2,0.0,2,0,0,9041.71,0,0,2,DIAMOND,242
4926,674,Germany,Female,36,6,100762.64,1,1,0,182156.86,0,0,3,PLATINUM,397
5721,696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1,1,1,PLATINUM,594
3417,612,France,Female,42,10,75497.51,1,0,0,149682.78,0,0,2,DIAMOND,240
8802,792,Spain,Female,40,7,0.0,1,1,0,141652.2,0,0,1,DIAMOND,538
5592,576,Spain,Male,19,6,0.0,2,0,0,72306.07,0,0,2,GOLD,600
4181,656,Spain,Male,26,4,139584.57,1,1,0,36308.93,0,0,4,SILVER,641
7445,516,France,Female,45,4,0.0,1,1,0,95273.73,1,1,5,SILVER,255
724,694,France,Male,36,3,97530.25,1,1,1,117140.41,0,0,5,SILVER,522
7264,434,Spain,Male,33,3,0.0,1,1,1,2739.71,0,0,5,PLATINUM,556
1403,739,France,Female,27,6,0.0,1,1,1,57572.38,0,0,2,SILVER,746
9487,850,Spain,Female,32,5,0.0,1,1,1,3830.59,0,0,2,SILVER,979
9269,642,France,Male,35,4,125476.31,1,1,1,91775.51,0,0,4,PLATINUM,467
723,776,France,Female,38,2,169824.46,1,1,0,169291.7,0,0,5,SILVER,844
6595,601,Spain,Male,24,7,0.0,2,0,0,144660.42,0,0,4,SILVER,295
9996,516,France,Male,35,10,57369.61,1,1,1,101699.77,0,0,5,PLATINUM,771
3988,644,Germany,Female,32,8,141528.88,1,1,1,167087.34,1,1,1,GOLD,863
4794,705,France,Female,39,5,149379.66,2,1,0,96075.55,0,0,2,PLATINUM,444
9440,593,Spain,Male,27,10,0.0,3,0,0,94620.0,1,1,2,PLATINUM,401
3333,619,Germany,Female,41,5,92467.58,1,1,0,38270.47,0,0,3,GOLD,569
526,701,France,Male,43,2,0.0,2,1,1,165303.79,0,0,2,SILVER,633
1482,574,France,Male,26,8,97460.1,1,1,1,43093.67,0,0,5,PLATINUM,241
5252,665,France,Female,44,7,0.0,2,1,1,66548.58,0,0,3,GOLD,580
4610,589,Germany,Male,38,8,92219.21,1,1,0,99106.97,0,0,2,PLATINUM,554
4874,703,France,Male,43,8,0.0,2,1,0,9704.66,0,0,3,PLATINUM,880
9235,462,France,Male,27,4,176913.52,1,1,0,80587.27,0,0,2,SILVER,513
330,656,France,Male,50,7,0.0,2,0,1,72143.44,0,0,1,GOLD,829
644,819,France,Female,39,9,133102.92,1,1,0,27046.46,1,1,2,SILVER,444
9937,700,France,Female,42,8,0.0,2,1,1,105305.72,0,0,4,SILVER,528
3021,680,France,Male,36,3,116275.12,1,1,1,63795.8,0,0,4,GOLD,883
1176,726,France,Male,34,9,0.0,2,0,0,14121.61,0,0,3,SILVER,616
4821,511,France,Female,33,3,0.0,2,1,0,132436.71,0,0,1,DIAMOND,982
4044,658,France,Male,32,8,0.0,1,1,1,80410.68,0,0,1,GOLD,867
1052,607,Germany,Male,38,3,98205.77,1,1,0,176318.27,0,0,4,PLATINUM,354
9500,739,Spain,Female,27,8,98926.4,1,1,1,106969.98,0,0,2,GOLD,474
6751,604,France,Female,53,2,121389.78,1,1,1,48201.64,1,1,1,PLATINUM,428
1738,796,Spain,Male,41,8,107525.07,1,1,0,18510.41,0,0,2,SILVER,606
8441,624,France,Female,23,5,0.0,2,0,0,132418.59,0,0,5,GOLD,965
5566,633,Germany,Male,42,3,126041.02,1,0,1,11796.89,0,0,5,GOLD,922
